6.109983543404685259e+08,-9.840184783935546875e+01
6.110007957459959984e+08,-9.984206390380859375e+01
6.110032371515235901e+08,-9.944085693359375000e+01
6.110056785570510626e+08,-1.000586013793945312e+02
6.110081199625785351e+08,-9.958287811279296875e+01
6.110105613681060076e+08,-1.001446762084960938e+02
6.110130027736335993e+08,-9.953912353515625000e+01
6.110154441791610718e+08,-9.671558380126953125e+01
6.110178855846885443e+08,-9.605771636962890625e+01
6.110203269902160168e+08,-9.736817932128906250e+01
6.110227683957436085e+08,-9.857720947265625000e+01
6.110252098012710810e+08,-9.850794982910156250e+01
6.110276512067985535e+08,-9.865580749511718750e+01
6.110300926123260260e+08,-9.913696289062500000e+01
6.110325340178536177e+08,-9.831989288330078125e+01
6.110349754233810902e+08,-9.835174560546875000e+01
6.110374168289085627e+08,-9.763186645507812500e+01
6.110398582344360352e+08,-9.686923980712890625e+01
6.110422996399636269e+08,-9.667104339599609375e+01
6.110447410454910994e+08,-9.675313568115234375e+01
6.110471824510185719e+08,-9.709762573242187500e+01
6.110496238565460443e+08,-9.734553527832031250e+01
6.110520652620736361e+08,-9.658309936523437500e+01
6.110545066676011086e+08,-9.578675842285156250e+01
6.110569480731285810e+08,-9.503919982910156250e+01
6.110593894786560535e+08,-9.562496948242187500e+01
6.110618308841836452e+08,-9.555393981933593750e+01
6.110642722897111177e+08,-9.604672241210937500e+01
6.110667136952385902e+08,-9.716363525390625000e+01
6.110691551007660627e+08,-9.808115386962890625e+01
6.110715965062936544e+08,-9.919818115234375000e+01
6.110740379118211269e+08,-9.853678894042968750e+01
6.110764793173485994e+08,-9.695201110839843750e+01
6.110789207228760719e+08,-9.509254455566406250e+01
6.110813621284036636e+08,-9.403655242919921875e+01
6.110838035339311361e+08,-9.396723937988281250e+01
6.110862449394586086e+08,-9.462045288085937500e+01
6.110886863449860811e+08,-9.579789733886718750e+01
6.110911277505136728e+08,-9.756307983398437500e+01
6.110935691560411453e+08,-9.966156768798828125e+01
6.110960105615686178e+08,-1.000401916503906250e+02
6.110984519670960903e+08,-9.929708862304687500e+01
6.111008933726236820e+08,-9.964361572265625000e+01
6.111033347781511545e+08,-9.874316406250000000e+01
6.111057761836786270e+08,-9.596364593505859375e+01
6.111082175892060995e+08,-9.484698486328125000e+01
6.111106589947336912e+08,-9.477877044677734375e+01
6.111131004002611637e+08,-9.588571166992187500e+01
6.111155418057886362e+08,-9.845024871826171875e+01
6.111179832113161087e+08,-9.856233978271484375e+01
6.111204246168437004e+08,-9.723613739013671875e+01
6.111228660223711729e+08,-9.706935119628906250e+01
6.111253074278986454e+08,-9.710750579833984375e+01
6.111277488334261179e+08,-9.755719757080078125e+01
6.111301902389537096e+08,-9.883486938476562500e+01
6.111326316444811821e+08,-9.904734039306640625e+01
6.111350730500086546e+08,-9.874139404296875000e+01
6.111375144555361271e+08,-9.850963592529296875e+01
6.111399558610637188e+08,-9.756487274169921875e+01
6.111423972665911913e+08,-9.685018920898437500e+01
6.111448386721186638e+08,-9.701557159423828125e+01
6.111472800776461363e+08,-9.659049224853515625e+01
6.111497214831737280e+08,-9.694419860839843750e+01
6.111521628887012005e+08,-9.720822143554687500e+01
6.111546042942286730e+08,-9.671945953369140625e+01
6.111570456997561455e+08,-9.715071105957031250e+01
6.111594871052837372e+08,-9.780402374267578125e+01
6.111619285108112097e+08,-9.797866821289062500e+01
6.111643699163386822e+08,-9.889879608154296875e+01
6.111668113218661547e+08,-9.841005706787109375e+01
6.111692527273937464e+08,-9.827310943603515625e+01
6.111716941329212189e+08,-9.668788146972656250e+01
6.111741355384486914e+08,-9.660945129394531250e+01
6.111765769439762831e+08,-9.675212097167968750e+01
6.111790183495037556e+08,-9.715631866455078125e+01
6.111814597550312281e+08,-9.825200653076171875e+01
6.111839011605587006e+08,-9.703902435302734375e+01
6.111863425660862923e+08,-9.760195922851562500e+01
6.111887839716137648e+08,-9.879149627685546875e+01
6.111912253771412373e+08,-9.898456573486328125e+01
6.111936667826687098e+08,-9.951485443115234375e+01
6.111961081881963015e+08,-9.772273254394531250e+01
6.111985495937237740e+08,-9.600911712646484375e+01
6.112009909992512465e+08,-9.682556915283203125e+01
6.112034324047787189e+08,-9.972688293457031250e+01
6.112058738103063107e+08,-9.832180023193359375e+01
6.112083152158337831e+08,-9.757717132568359375e+01
6.112107566213612556e+08,-9.830625152587890625e+01
6.112131980268887281e+08,-9.770851135253906250e+01
6.112156394324163198e+08,-9.817832946777343750e+01
6.112180808379437923e+08,-9.800711059570312500e+01
6.112205222434712648e+08,-9.645989227294921875e+01
6.112229636489987373e+08,-9.554838562011718750e+01
6.112254050545263290e+08,-9.592796325683593750e+01
6.112278464600538015e+08,-9.754891204833984375e+01
6.112302878655812740e+08,-9.788799285888671875e+01
6.112327292711087465e+08,-9.874048614501953125e+01
6.112351706766363382e+08,-9.747746276855468750e+01
6.112376120821638107e+08,-9.722493743896484375e+01
6.112400534876912832e+08,-9.864161682128906250e+01
6.112424948932187557e+08,-9.765646362304687500e+01
6.112449362987463474e+08,-9.841652679443359375e+01
6.112473777042738199e+08,-9.962377166748046875e+01
6.112498191098012924e+08,-9.686351013183593750e+01
6.112522605153287649e+08,-9.646827697753906250e+01
6.112547019208563566e+08,-9.750629425048828125e+01
6.112571433263838291e+08,-9.912042999267578125e+01
6.112595847319113016e+08,-1.003154525756835938e+02
